word	speech_count	narrative_count
couldn	740	1
despite	739	88
sticking	738	23
stage	737	101
combination	737	9
tension	736	75
delays	735	5
explained	734	703
cookies	734	146
complement	734	15
author	733	30
knack	733	16
loop	733	14
ideal	733	10
saving	732	108
ensures	732	35
ai	732	1
shape	731	98
luck	731	51
designed	731	16
including	730	287
related	730	36
guy	729	429
essence	729	40
harder	728	194
breathing	728	110
emotional	728	77
lighting	728	11
waves	727	275
flexible	726	17
ins	726	9
setup	726	2
plate	725	181
favorites	724	29
texture	723	11
openly	722	24
filled	721	269
experiment	721	22
coordinate	721	1
songs	720	144
cute	719	203
rules	719	182
enhancing	718	0
magic	716	71
scenery	716	63
twists	716	9
y'know	716	0
committed	715	68
understands	714	473
purpose	714	157
rushing	714	38
regarding	714	14
workshops	714	2
truth	713	518
language	713	179
cherish	713	51
involve	713	10
talks	712	1154
scared	712	498
sister	712	491
proper	711	53
factors	710	2
pass	709	111
collaborate	708	15
anxious	707	304
supporting	707	43
studies	706	198
low	706	139
novel	703	77
developing	703	22
suits	703	13
haha	703	0
pair	702	218
transition	702	8
pictures	701	283
bread	701	146
leading	701	54
artists	701	27
teacher	700	411
creates	700	115
built	700	112
film	700	107
familiar	700	81
enthusiasm	698	43
potentially	698	26
navigate	698	26
influence	696	69
lifesaver	695	3
cultures	694	104
regret	693	88
campaign	693	60
brand	690	63
apply	690	50
tiny	689	20
may	688	294
convey	688	8
fire	687	318
stars	687	138
vivid	687	6
sections	687	4
onto	686	235
brighten	686	47
messed	686	21
causing	685	329
soccer	684	256
valued	684	138
improved	684	76
spices	684	14
kid	682	89
everyday	682	24
background	681	63
anywhere	680	181
layers	680	5
addressing	680	5
couch	679	594
skill	679	102
connecting	679	11
type	678	159
structured	678	0
stood	677	225
model	677	183
comedy	677	56
ugh	675	1
led	672	360
outdoors	672	114
commitment	672	41
concise	672	32
season	672	17
tackling	672	6
beginning	670	83
integration	670	0
distractions	669	6
initiative	668	17
hesitate	667	158
customers	667	89
angle	667	6
card	666	390
accidentally	666	376
loud	666	213
discover	666	76
settled	666	52
cutting	665	117
lines	665	56
patient	664	333
throw	664	101
thrilling	664	3
distance	662	150
suggestion	662	86
fell	661	314
guitar	661	216
hassle	661	5
essentials	660	4
figuring	659	3
festival	658	15
bike	655	317
gesture	654	328
lesson	654	318
fish	654	198
slipped	654	39
narrative	654	1
convenient	653	12
resource	653	5
stayed	651	216
herbs	651	5
chaotic	650	7
coordination	650	7
desk	649	286
drop	648	137
breeze	648	81
frustrated	647	899
boss	647	629
fixing	647	69
sunlight	646	38
black	642	400
singing	642	298
worrying	642	37
allocation	642	0
providing	641	141
struggle	641	48
unforgettable	641	7
ocean	640	181
gradually	640	26
effects	640	26
allowing	640	19
grocery	639	523
race	638	301
reviewing	637	3
insightful	636	84
lend	635	261
borrow	635	252
center	634	168
puzzle	633	48
memory	632	65
avoiding	631	108
demanding	631	94
skin	630	554
paths	630	11
overlook	630	1
heads	629	95
human	629	61
turning	627	111
ancient	627	71
calling	626	216
dedicated	626	35
brilliant	625	10
talent	623	155
toy	622	381
wrapped	622	357
backyard	621	194
chose	621	191
facing	621	60
layer	621	11
logistics	621	2
brainstorming	619	19
sorts	618	38
risky	617	7
river	614	181
birds	614	141
pattern	614	12
wedding	613	302
one's	613	10
outcome	612	42
slowly	611	245
impression	611	165
ignore	611	127
public	611	111
outfit	610	244
falling	610	208
plays	610	195
examples	610	29
stability	610	22
sign	609	200
supplies	609	104
clients	609	31
bought	607	1056
selection	607	5
visuals	606	0
map	604	92
active	604	59
suit	603	97
informed	603	95
broke	602	393
confused	601	229
fear	601	154
enhances	601	1
stands	599	350
reaction	599	176
bold	599	15
direct	598	32
relaxation	598	20
landscapes	598	17
beat	597	337
someone's	597	34
manager	596	106
formula	596	3
cheese	595	114
subtle	595	9
apparently	595	9
tickets	594	148
concept	593	48
cultural	593	2
mixed	592	35
simply	591	67
assistance	590	103
outline	590	8
spread	589	138
nah	589	1
breath	588	324
cup	587	279
reality	587	107
slightly	587	83
safer	587	29
harsh	586	35
gardening	586	32
launch	586	24
furniture	585	230
surprisingly	585	5
sandwich	584	250
successful	582	614
taught	582	193
parties	582	48
mornings	582	19
half	581	162
yoga	581	34
emails	581	30
seat	579	343
delay	579	6
says	577	2418
provides	577	205
bus	576	353
imagined	576	61
files	576	51
switch	575	30
base	575	20
sports	574	139
endless	573	4
bags	572	231
carried	571	150
reasons	571	77
white	570	362
spontaneous	570	9
nowhere	569	145
encouraging	569	78
inspiration	569	27
evidence	568	130
visited	568	120
candy	567	340
jazz	567	42
inspire	567	18
broader	567	0
collaborating	566	7
bag	565	211
trick	565	67
apartment	564	677
steady	564	65
morale	564	2
shake	563	128
convinced	562	490
teach	562	451
milk	562	127
barely	562	117
generous	561	615
exercises	561	19
fiction	561	13
storytelling	561	1
angry	560	3554
afterwards	560	574
dry	560	88
they'd	560	23
gatherings	560	12
excuse	559	55
assignments	559	32
ups	559	17
appreciation	558	134
habits	557	94
habit	557	30
environmental	557	16
impacts	557	0
outing	556	10
aw	556	0
box	555	402
satisfaction	555	276
gotten	555	265
consistently	555	7
cars	554	129
routines	554	8
dunno	554	0
decorations	553	28
momentum	553	4
sale	552	60
policy	552	44
colorful	552	36
larger	552	34
introduce	551	132
competition	551	108
practices	551	82
resist	551	66
adapting	551	1
carrying	549	347
hoped	549	276
knowledge	549	261
vacation	549	210
beautifully	549	17
identify	549	16
salad	548	105
interact	548	26
bite	547	146
believed	546	242
baking	546	61
gestures	546	16
lighten	546	11
equation	546	2
existing	546	2
stopped	545	642
lying	545	493
chores	544	131
worthwhile	544	6
getaway	543	19
simplicity	543	3
keys	542	247
settings	542	9
unusual	542	6
swimming	541	253
cash	541	189
documents	541	32
analyzing	541	4
vegetables	540	114
correct	540	112
baby	538	416
harm	538	82
noticing	537	28
proactive	537	1
computer	536	495
education	536	91
bunch	536	45
homemade	536	26
pet	535	306
wise	535	145
groups	535	20
cross	534	123
hungry	533	225
load	533	48
products	533	41
someday	532	65
x	532	33
aligning	532	0
jumping	531	30
evenings	530	30
reducing	530	3
coat	529	250
toys	529	132
figures	529	72
technical	529	0
calls	528	524
unsure	527	88
lift	527	71
scenes	527	13
museum	526	78
stays	524	136
therapeutic	524	4
complements	524	1
recommendations	523	24
layout	523	13
students	522	154
fashion	522	83
meditation	522	8
unfair	521	103
supported	521	97
involving	521	6
quadratic	521	0
upon	520	132
gain	520	104
intentional	520	2
pushed	517	285
photo	517	180
eggs	517	123
fruit	517	62
settle	517	34
spirits	517	23
would've	517	4
developed	515	121
affecting	515	15
exhilarating	515	9
runs	514	332
guilty	513	1005
six	513	212
adorable	513	11
stable	512	55
nicely	512	40
insight	511	24
coordinating	511	0
advanced	510	5
fixed	509	132
emotion	509	53
sustainability	509	1
mindset	509	1
tv	508	342
wants	507	16299
opinion	507	488
discovering	507	4
walked	506	1953
plant	506	143
resonate	506	2
max	505	82
approaches	504	169
artist	504	137
matches	502	22
circumstances	502	9
comfy	502	3
initiatives	502	2
reached	501	330
annoying	501	166
emphasize	501	6
strengthen	501	4
argument	500	479
choosing	500	52
additionally	500	50
confusion	500	24
types	499	111
program	499	70
minor	499	61
recommend	499	22
surreal	499	0
account	498	153
analyze	498	2
necklace	497	312
shoulders	496	207
visual	496	1
refine	496	0
streamlining	496	0
fight	495	707
charming	495	107
ten	495	89
precision	495	15
scenarios	495	5
responsible	494	801
winning	494	137
builds	493	78
assure	493	2
jacket	492	171
neat	491	77
compelling	491	11
smell	489	204
contact	488	368
expertise	488	42
forest	487	140
brighter	487	15
analytics	487	0
conditions	486	21
cycle	486	8
italy	485	110
friendships	485	2
brother	484	291
bookstore	484	69
fancy	484	55
embarrassing	484	41
juggle	484	7
backup	484	3
popcorn	483	112
conference	483	82
subject	482	138
mark	482	53
train	481	170
sight	481	137
toes	481	79
encouragement	480	121
access	480	80
department	480	38
reflecting	480	4
depends	480	2
nope	480	0
reasonable	479	20
awareness	479	18
hiding	478	307
correctly	478	103
motivation	478	20
handy	477	10
hasn't	476	115
tidy	476	86
previous	476	64
venue	476	17
authentic	476	3
wonders	475	683
gear	475	10
collaborative	475	0
pulled	473	496
grabbing	473	42
architecture	473	13
arm	472	830
received	472	264
ties	472	63
bar	471	368
cats	470	92
simpler	470	5
nailed	470	3
sides	469	68
lighter	469	39
abstract	469	7
outdoor	469	1
lessons	468	73
commitments	468	17
wall	467	236
grown	467	162
size	467	86
discovered	466	351
laid	466	79
serene	466	32
departments	466	2
personality	465	191
among	465	18
incident	464	55
work's	464	0
cares	463	526
surrounded	463	117
activity	463	66
preferences	463	8
attend	462	143
passed	462	135
sunny	462	129
lack	462	64
industry	462	55
interaction	462	12
draw	461	35
grasp	461	16
personally	461	7
storyline	461	0
young	460	471
damage	460	90
optimize	460	0
shifts	459	16
unexpectedly	459	9
fault	458	92
messages	457	116
apology	457	94
hug	456	668
fishing	456	210
fill	456	120
appreciates	455	395
includes	455	129
recommended	455	52
encourage	455	36
promised	454	624
threw	454	439
guidelines	454	1
camera	453	112
camping	452	80
clicked	452	29
overlooked	452	4
exchange	451	227
garlic	451	29
admired	450	241
hurry	450	83
relatable	450	8
hospital	449	426
teaching	449	291
foot	449	242
caused	449	181
drawing	449	87
captured	449	25
impactful	449	0
mad	448	633
wrote	448	142
windows	448	131
bake	448	113
constraints	448	5
funds	448	3
followed	447	370
location	447	111
competitive	447	97
delve	447	0
grades	446	327
resolve	446	46
experiencing	446	29
designs	446	21
upfront	446	3
attentive	445	76
accidents	445	8
pointing	444	98
waste	444	67
treasure	444	59
maintenance	444	10
experienced	443	106
diet	443	57
pause	443	8
playlist	443	3
interface	443	0
hitting	442	142
messy	442	96
flying	442	87
non	442	21
thrive	442	9
range	441	32
networking	441	9
folks	441	0
distant	440	116
serve	440	44
pile	440	44
ultimately	439	65
delivery	439	47
split	439	26
sync	439	12
broken	438	251
click	438	9
enlightening	438	1
succeed	437	286
communicating	436	35
investment	436	34
elaborate	436	5
fingers	435	320
foster	435	49
alex	435	46
became	434	1402
twice	434	63
genres	433	7
mesmerizing	433	2
covers	432	50
workshop	432	10
aww	432	2
resilience	431	26
tip	431	6
dangerous	430	93
judgment	430	18
rent	429	172
intentions	429	62
recovery	429	27
slip	429	20
mixing	429	17
complexity	429	0
pool	428	250
safely	428	194
operations	428	15
random	428	6
grounded	427	23
tradition	427	7
desserts	427	5
could've	427	3
errands	426	52
general	426	28
scheduling	426	3
reminders	426	1
campaigns	425	3
that'll	425	0
pleased	424	1612
courage	424	428
perform	424	118
posted	424	26
workout	424	25
angles	424	6
simplify	424	0
sounded	423	93
remain	423	85
creamy	423	14
favor	422	235
addition	422	53
equally	422	25
contributions	422	8
literally	422	3
bakery	421	37
programs	421	19
milestones	421	0
four	420	164
hustle	420	15
phases	420	0
produce	419	35
describe	419	21
target	419	18
fi	419	0
holds	418	227
ears	418	62
immersive	418	0
loose	417	53
sources	417	12
goodness	417	5
ton	417	1
roses	416	97
spaces	416	8
mini	416	4
opens	415	243
dates	415	122
seamlessly	415	3
shifting	415	3
weather's	415	0
tense	414	54
worlds	414	10
showcase	414	4
large	413	255
defense	413	54
policies	413	24
resonates	413	2
seamless	413	0
prove	412	366
attending	412	78
climbing	412	57
chats	411	42
transform	411	3
partner	410	263
platform	410	21
solar	410	19
intuitive	410	11
gifts	409	104
shade	409	56
variables	409	0
protect	408	298
pulling	408	137
snack	408	61
unless	408	27
brave	407	201
limits	407	16
feature	407	0
police	406	295
machine	406	93
hint	406	46
highlights	406	9
evaluate	406	0
trash	405	247
guest	405	35
realistic	405	22
network	405	15
project's	405	4
soup	404	128
optimistic	404	51
finishing	404	50
optimizing	404	0
sing	403	200
famous	403	101
passing	403	47
arrange	403	37
clearing	403	21
users	403	1
factor	403	0
original	402	16
spark	402	11
wake	401	90
errors	401	38
anticipate	401	5
quicker	401	4
renewable	401	0
quarterly	401	0
metrics	401	0
respond	400	137
lean	400	51
universe	400	29
dialogue	400	4
promotion	399	102
swing	399	99
applying	399	20
appealing	399	15
beforehand	399	9
overthinking	399	3
changer	399	0
chain	398	31
landscape	398	16
capable	397	186
captures	397	25
accurate	397	19
state	396	108
tricks	396	83
burden	396	58
tests	395	80
drama	395	33
valid	395	26
intended	395	11
tells	394	4415
hits	394	118
age	394	98
ignoring	394	90
thin	394	84
hurts	394	51
expressing	394	45
implementation	394	1
hide	393	109
expression	393	108
heat	393	58
replace	393	33
impossible	393	23
swear	393	11
enriching	393	0
younger	392	156
flight	392	90
movement	392	42
deciding	392	31
counts	392	15
accuracy	392	9
combining	392	0
glass	391	250
blanket	391	142
bills	391	107
organic	391	6
preparation	391	4
tie	390	86
zone	390	7
rushed	389	101
sushi	389	68
reflects	389	6
whoa	389	0
revisit	389	0
buying	388	176
shelf	388	102
guests	388	82
kiss	387	572
raise	387	257
searching	387	73
brief	387	42
relevant	387	6
album	386	50
sorting	386	8
sick	385	592
response	385	183
frustration	385	82
concentrate	385	51
period	385	44
thursday	385	22
gym	384	77
faced	384	38
pleasant	383	69
harmony	383	68
scratch	383	55
higher	383	50
worst	383	24
extend	383	5
eco	383	2
spoke	382	339
names	382	156
savings	382	46
nerve	382	44
tastes	382	14
presentations	382	6
lie	381	250
basketball	381	211
imagining	381	25
gotcha	381	3
drawn	380	672
release	380	31
lined	380	17
afraid	379	596
stepped	379	248
healthier	379	39
subjects	379	28
joined	378	91
directions	378	82
occasionally	378	63
recognize	378	27
reminding	378	26
exhibition	378	14
element	378	9
sci	378	0
ends	377	213
fruits	377	23
versatile	377	0
lifted	376	88
apples	376	55
interrupt	376	36
tomatoes	376	33
boxes	375	77
contagious	375	15
upgrade	375	1
accept	374	237
happier	374	223
childhood	374	121
compromise	374	46
rebuild	374	11
markets	374	1
cooked	372	199
wine	372	116
kick	372	60
required	372	24
actual	372	1
swamped	372	0
downtime	372	0
girl	371	950
animal	371	189
laptop	371	170
condition	371	100
sea	371	64
staff	371	31
odd	371	23
measures	371	11
vanilla	370	64
obvious	370	17
recall	370	6
tranquility	370	1
walls	369	108
realizing	369	43
elegant	369	12
epic	369	1
treatment	368	97
surroundings	368	47
gently	367	335
tied	367	115
temperature	367	43
quieter	367	4
hat	366	206
fascinated	366	95
sunday	366	86
storm	366	84
massive	366	5
possibility	365	38
depending	365	5
projections	365	1
info	365	0
shelter	364	150
compared	364	26
advance	364	24
answer	363	615
fabric	363	70
maximize	363	0
likely	362	108
completed	362	86
boring	362	61
tag	361	132
above	361	123
dropped	361	118
organization	361	89
oil	361	48
unforeseen	361	0
pink	360	151
crossed	360	112
emotionally	360	48
novels	360	18
curiosity	360	13
forecast	360	12
child	359	470
spring	359	53
laughed	358	855
brush	358	86
chips	358	69
awful	358	60
acknowledge	358	19
afford	357	145
implications	357	3
faith	356	133
stopping	356	85
terrifying	356	1
wondered	355	273
adventurous	355	53
equipment	355	31
paintings	354	206
letters	354	168
block	354	167
biggest	354	46
therapy	354	37
motivating	354	1
firm	353	133
combined	353	6
chilly	353	3
hopeful	352	140
businesses	352	27
documentary	352	4
fan	351	139
golden	351	127
created	351	88
earth	351	57
life's	351	4
pencil	350	204
scent	350	119
sharp	350	116
physically	350	59
falls	349	431
swings	349	146
spare	349	53
stages	349	2
married	348	502
determination	348	62
stumbled	348	28
readers	348	13
conclusions	348	11
overthink	348	1
blends	348	0
opinions	347	140
seven	347	68
oak	347	22
cafes	347	2
ongoing	347	0
post	346	87
invigorating	346	4
outreach	346	0
assignment	345	77
individual	345	41
practically	345	10
requirements	345	10
apps	345	2
transparency	345	2
hesitant	344	248
trusted	344	236
umbrella	344	159
theater	344	91
nuances	344	1
outfits	343	31
reflection	343	23
wildlife	343	10
lonely	342	230
treating	342	70
shaped	342	28
settling	342	4
technologies	342	1
minds	341	25
climate	341	8
drives	340	262
deserved	340	173
embrace	340	113
winter	340	74
occasion	340	53
approaching	340	27
positively	340	18
guessing	340	17
increasing	340	13
specifics	340	13
covering	340	7
advantage	339	245
calendar	339	14
traditions	339	14
precise	339	11
scenic	339	9
b	339	7
assume	339	3
touched	338	279
pursue	338	167
clever	338	96
europe	338	58
thrill	338	37
offered	337	1908
she'll	337	263
faces	337	68
court	336	124
empty	336	109
engine	336	51
noon	336	23
counter	335	132
grandmother	335	90
currently	335	73
introducing	335	20
cuisine	335	4
influencers	335	0
researching	334	32
reconnect	334	28
affected	334	24
charge	333	280
garage	333	102
spreading	333	66
seats	333	51
extensive	333	16
tweak	333	0
leveraging	333	0
playful	332	70
findings	332	20
investing	332	15
arise	332	3
execution	332	2
cheer	331	128
laundry	331	124
healing	331	10
refining	331	0
shall	331	0
sad	330	1038
woods	330	255
legal	330	71
gratitude	330	66
stylish	330	49
achieving	330	15
enjoys	329	2116
papers	329	136
smells	329	135
parks	329	62
reconsider	329	19
channels	329	17
hello	328	147
veggies	328	2
deliver	327	51
bridge	327	36
mysterious	327	28
accordingly	327	20
performances	327	14
vintage	327	2
intimate	326	90
expensive	326	90
lavender	326	40
performing	326	39
connects	326	13
sec	326	1
deliverables	326	0
concerning	326	0
secrets	325	192
travels	325	64
tasty	325	18
soil	325	9
referring	325	9
yup	325	0
relate	324	98
surface	324	27
grabbed	323	345
throwing	323	161
swim	323	121
apple	323	103
member	323	94
shelves	323	76
